Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId,ContentLicense
"109265669","61772822","0","It's something to do with using functions to construct primitives. JSC behaves similarly. `for (let val of Number(1)) {}` and `for (let val of Boolean(true)) {}` emit the same error. `for (let val of 1) {}` and `for (let val of true) {}` do not.","2020-05-13 12:02:59","","38522","CC BY-SA 4.0"
"109468925","61841254","0","The difference is `MergeMany` calls receive value one at a time as the values are available, whereas `collect()` waits until all values are available before calling receive value.","2020-05-19 13:14:53","","1298400","CC BY-SA 4.0"
"109745623","61825087","0","ODBC Drivers support connection strings that document the parameters required. https://www.connectionstrings.com/microsoft-access-odbc-driver/ you may also want to publish your own connection string or query it. I think that is what you are looking for. If you are using an ODBC driver to connect to a REST API there are solution that will query and generate the correct queries against the REST API. https://www.progress.com/tutorials/odbc/query-any-rest-api-using-odbc-in-5-mins---getting-started-(part-1) [I am not affiliated just mentioned for reference. Hope the above helps.","2020-05-27 18:36:55","","2733597","CC BY-SA 4.0"
"109746114","61825087","0","I'm not connecting to a REST API nor looking to do so, I'm using ODBC drivers to make connections to the DBMS. If we take ""REST"" out, what I'm asking is if there is a way to query the driver or scrape or determine its properties *programmatically*. Not via documentation. While that connection-string website does have value, it is incomplete (when compared to the original documentation at microsoft). Again, though, I'm asking about programmatic discovery. Thanks!","2020-05-27 18:52:51","","3358272","CC BY-SA 4.0"
"109907567","61825087","0","@r2evans can I rephrase your question to make sure I understand it? You are trying to access the @param codes of an installed ODBC driver pre-connection from the  `R` `odbc` interface? (When I say @param I'm referring to: https://github.com/r-dbi/odbc/blob/master/R/Driver.R)","2020-06-02 01:50:08","","3073340","CC BY-SA 4.0"
"109907635","61825087","0","I'm trying to determine ODBC parameters via *any* (programmatic) interface. R is not strictly required (though great if it is). The ""obvious"" parameters are not really a factor, such as server/host, user/uid, password/pwd. I'm trying to discover things like ""Encrypt"", ""AnsiDPW"", ""TrustServerCertificate"", three parameters that the MS ODBC driver happen to document. (ODBC seems to be such a wild-wild-west protocol, well beyond normal ""ANSI vs proprietary"", it seems more implement only what you really care about and name things in a haphazard manner ...).","2020-06-02 01:57:10","","3358272","CC BY-SA 4.0"
"109971099","61536203","0","Does the same rules apply to firestore too? Having increment call in a write batch assures the data is written without any problems? (Assuming 1write/sec/per doc limit)","2020-06-03 17:57:13","","413306","CC BY-SA 4.0"
"110619498","62550828","10","`Compiler.enable()` is an empty `static` method without any effect at all. I’m surprised to hear that it does not get optimized away in your Java 8 runtime. Besides that, I’m not sure whether I understand you correctly. Profilers depending on the safepoints distort the result, sure. But what you’re attempting now, is to insert the distortion into your code, to get more precision on the measurement of the already distorted execution.","2020-06-24 09:01:08","","2711488","CC BY-SA 4.0"
"111438136","63017136","1","With that you can talk to Microsoft guys directly https://github.com/dotnet/runtime/issues","2020-07-21 14:53:38","","11182","CC BY-SA 4.0"
"111438271","63017136","0","I'm not sure how accurate was your benchmarks as you used just raw code and Stopwatch. Can you try to use BenchmarkDotNet to reverify this? It could be just different core speed during two runs or something else. BenchmarkDotNet is a benchmarking library that is designed to eliminate all other factors","2020-07-21 14:57:23","","8882410","CC BY-SA 4.0"
"111438341","63017136","0","I found .Net Core to be much faster when I ported my graphics code that runs https://pixeldatabase.Net, which is built in Blazor. Like more than twice as fast for large images, so I guess it just depends on the workload.","2020-07-21 14:59:44","user12228709","","CC BY-SA 4.0"
"111438407","63017136","0","I saw that when I reread it. I edited my comment at the same time you were commenting.","2020-07-21 15:01:41","user12228709","","CC BY-SA 4.0"
"111438546","63017136","0","@Lemm I don't think BenchmarkDotNet is necessary for this particular code. I mean, it's 30% different, and it's using multiple trials.","2020-07-21 15:05:45","","106159","CC BY-SA 4.0"
"111438630","63017136","0","Just out of curiosity, could you try running the same test in x64?","2020-07-21 15:07:55","","108796","CC BY-SA 4.0"
"111829066","63075418","0","The latest version of the [Implementing Modern Collection Views sample code](https://developer.apple.com/documentation/uikit/views_and_controls/collection_views/implementing_modern_collection_views) includes an example of how to get started with a custom content configuration.","2020-08-04 05:56:17","","796419","CC BY-SA 4.0"
"112734474","63675627","0","Just a wild guess but I see GetStream() calls in your code without any associated Close/Dispose calls. Maybe implicit, but I'd look into this.","2020-09-05 07:47:23","","403671","CC BY-SA 4.0"
"113136463","63646183","0","@TSR This is browser-dependent, `name` is read-only by specs but can be writable in older browsers. As I mentioned, the goal is to solve described problem with types, `name` is just an example in existent TS typings. That a property is `readonly` in TS doesn't mean it's not writable at runtime.","2020-09-20 14:41:58","","3731501","CC BY-SA 4.0"
"113203332","64012057","0","Your question asks what the standard guarantees something, but then your comment says you're looking for a solution. These are different questions, leading to the confusion below. If you do want to ask both questions together, then edit the question. Also, are you fine with library solutions? boost, and range-v3 will let you get the effect you want in a couple of lines, with efficiency.","2020-09-22 20:26:42","","8372853","CC BY-SA 4.0"
"114633709","64830671","0","So I managed to find what looks like ARMv7 machine code docs; https://web.eecs.umich.edu/~prabal/teaching/eecs373-f10/readings/ARMv7-M_ARM.pdf -- you could decode the different binaries and see if one if them is, say, Intel and the other is ARMv7.  It really depends on how much you care.  :)","2020-11-14 18:06:54","","1774667","CC BY-SA 4.0"
"114633793","64830671","0","@Yakk-AdamNevraumont I'm pretty confident that both binaries have arm64 code (which I think is v8, not v7, but I'm not sure how much it matters). Considering the that binaries only differ in some metadata like the UUID and linker minor version used, plus a section about codesigning, and that I get a code signing message in the log, that seems like the most fruitful path to continue investigation.","2020-11-14 18:11:29","","155423","CC BY-SA 4.0"
"114876697","64977541","0","FWIW, MSVC v16.8 (using C++14 standard) gives `1` as the output. So, if it's a bug, it's been fixed already.","2020-11-23 22:47:54","","10871073","CC BY-SA 4.0"
"114876724","64977541","3","@AdrianMole It's not a bug, both results are conforming. Without elision they all print 0.","2020-11-23 22:49:34","","8372853","CC BY-SA 4.0"
"114876740","64977541","1","Some more digging, creating a ""console app"" in MSVC. The release x64 build (accepting the default optimisations) outputs 1, the debug x64 build outputs 0.","2020-11-23 22:50:43","","2380830","CC BY-SA 4.0"
"114876758","64977541","3","Yeah, elision is typically turned off when debugging. Not that I know if msvc does that, but it would be a reasonable thing to do.","2020-11-23 22:52:00","","8372853","CC BY-SA 4.0"
"114876893","64977541","3","Considering the answers, this could perhaps be an issue for clarification in the standard itself? Granted, behavior which isn't explicitly defined (or *undefined*) in the specification is left for implementations to define, which means both behaviors are equally valid. But I still think explicitly specified behavior is better (especially if it could lead to such mixed results as described here).","2020-11-23 22:58:09","","440558","CC BY-SA 4.0"
"114876944","64977541","5","@Someprogrammerdude Actually, the standard does specify this with something like ""certain calls may be elided even if they have observable side effects"". There's not much that can be done to specify it differently. Requiring no elision would affect performance in many cases, and requiring elision is not possible since implementations can't reasonably do that in all cases.","2020-11-23 23:00:50","","8372853","CC BY-SA 4.0"
"115312464","65224327","1","Ok, in this case I can only advice you to check the whole dependency tree for potential problems (incl. dependencies from your BOM) because it really looks like different Spring versions are present in the classpath. Also, don't waste time on playing with spring cloud - you definitely don't need to add it if you didn't have it before.","2020-12-09 22:13:09","","5572007","CC BY-SA 4.0"
"116883029","65967690","0","I am going to retract that last comment. I don't think that it is a loophole. Take a look at [this comment](https://android.stackexchange.com/a/231482). SD Maid and ""X-Plore"" ask for permission to ../Android/... the same way, so I am thinking that it is standard method. Still, it will be interesting to see the response to the bug report I posted in my last comment.","2021-02-08 23:04:37","","6287910","CC BY-SA 4.0"
"116899910","65967690","0","@Cheticamp Do you know perhaps how to implement the usage of this ""loophole"" (whether it is as such or not) ? Can you please try ? I have no idea why&how some file manager apps seem to have had it automatically already, somehow, either.","2021-02-09 14:15:28","","878126","CC BY-SA 4.0"
"117339318","65967690","0","`How can I request an Intent directly to ""Android"" folder?` Full bounty?","2021-02-25 15:44:42","","12121419","CC BY-SA 4.0"
"117339441","65967690","0","`looking for an answer from a reputable source. ` What do you mean by that?","2021-02-25 15:49:20","","12121419","CC BY-SA 4.0"
"117340329","65967690","0","It seems you did not reed my first comment  today.","2021-02-25 16:19:48","","12121419","CC BY-SA 4.0"
"117580168","66497269","1","@Quuxplusone nice write-up. Arguably, also pretty new effects due to CTAD (as well as tangent on the darned initializer_list/{} initialization conundrum), but the premise hasn't changed much indeed. You can't escape the tight coupling with inheritance, which means forfeit any future guarantees as the standard does change.","2021-03-06 23:39:13","","85371","CC BY-SA 4.0"
"117674316","66497269","0","@Quuxplusone   ci strings are a sore in the std.  One of their most annoying feature is they do nkot share the same storage space as regular strings...  I think it would be much more effective to write a case-insensitive map instead.  One that accepts a string_view as a parameter for find() would be nice to have to start with..","2021-03-10 14:17:13","","2430669","CC BY-SA 4.0"
"117674400","66497269","0","@MichaëlRoy ""ci strings"" simply do not exist in the standard. Heterogenous lookup has been added AFAIR. You can already create a string_view with custom traits. My standard ci-map is generic and takes 3 lines of code (using boost's `ilexicographical_compare`).","2021-03-10 14:20:16","","85371","CC BY-SA 4.0"
"117675171","66497269","0","I know they do not exist.  I also know that if they did, I would not be the only one using them.","2021-03-10 14:45:53","","2430669","CC BY-SA 4.0"
"118435220","66924519","0","@Andrey Yes, it imports something from node_modules, this is the case for >99% modular web projects. In this case it's Vue project and it imports at least `vue` itself. To make it clear, the reason why vendor chunk is produced is obvious (same for other possible initial chunks), the question is how to make it unnecessary to explicitly load chunk-vendors.js with `<script>` or else where a specific bundle is being used. I provided a project for completeness, it's currently based on Vue CLI setup with described Webpack config under the hood.","2021-04-08 11:20:42","","3731501","CC BY-SA 4.0"
"118435310","66924519","0","@TiagoCoelho This is the first thing I've checked but as I far as I can see, annotations are applicable only to dynamic imports, while these chunks are produced from static `import`.","2021-04-08 11:23:38","","3731501","CC BY-SA 4.0"
"119994570","67888049","0","I don't understand how `FisherYatesBad` could produce that nicely ordered parabolic result. I've used that algorithm and it shuffled stuff as expected.","2021-06-08 13:54:08","","2321042","CC BY-SA 4.0"
"119994894","67888049","3","I think it would be useful to describe what the plots are actually plotting, i.e. label axises etc.","2021-06-08 14:03:48","","12342238","CC BY-SA 4.0"
"119999402","67888049","3","Which version of .NET are you using?  The algorithm for `Random()` without a seed [was changed recently](https://github.com/dotnet/runtime/pull/47085) and might be applied to newer .NET versions.  See also: https://github.com/dotnet/runtime/issues/23198 .","2021-06-08 16:23:41","","815724","CC BY-SA 4.0"
"120020123","67888049","0","@Damien_The_Unbeliever - I initially thought that `OrderBy` might have been the culprit, but that's why I also tried with `BetterRandom`. Since that removed the bias I figured that `OrderBy` behaves properly.","2021-06-09 11:05:06","","259769","CC BY-SA 4.0"
"120834636","68332664","2","I opened https://forums.swift.org/t/missed-optimization-in-reversedcollection/50427","2021-07-14 02:23:07","","3141234","CC BY-SA 4.0"
"121111044","68505026","0","Thanks @Hasturkun, that does look interesting.","2021-07-26 11:56:27","","2402272","CC BY-SA 4.0"
"121111084","68505026","1","I don't follow, @oakad.  I know about Spectre and Meltdown, of course, but I am missing their relationship with the topics on which this question focuses.","2021-07-26 11:58:10","","2402272","CC BY-SA 4.0"
"121111894","68505026","0","""Grand scheme of things"". Prefetch optimization in hardware/microcode. :-)","2021-07-26 12:34:06","","2702398","CC BY-SA 4.0"
"121112068","68505026","0","This kind of plugs into why we have relaxed memory models in the first place, instead of sticking to sequential only.","2021-07-26 12:40:41","","2702398","CC BY-SA 4.0"
"121115516","68505026","0","Ok, @oakad, but there is no going without *some* memory model, and the optimizations relevant to the question are those performed by a C compiler, not CPU hardware or microcode.","2021-07-26 14:42:55","","2402272","CC BY-SA 4.0"
"121268132","67749284","0","Did you find any solution? I also want to do the same thing in android 12.","2021-08-02 08:36:04","","10196184","CC BY-SA 4.0"
"121269919","67749284","0","@ChiragBhuva No idea yet how to use it properly. I'm not even sure I want to use it.","2021-08-02 09:59:13","","878126","CC BY-SA 4.0"
"121538552","65463893","0","`1.1.0-alpha01` (`-02` and `-03` fails) and `android:allowBackup=""false""`worked for me, at least in the device it was throwing... I believe it's kind of random.","2021-08-13 11:51:33","","1423773","CC BY-SA 4.0"
"122914691","69530502","1","Could you use the change in state to determine what to do? If I interpret the table correctly, if you checked the current state before the first permission request you'd get ""no no no no"", and after the request you have ""no yes no no"". So there's a difference there. On the fourth request you'd go from ""no yes no no"" to (I presume) ""no yes no no"", i.e. no change in state.","2021-10-12 12:07:51","","1524450","CC BY-SA 4.0"
"122914765","69530502","0","@Michael: ""So there's a difference there"" -- yes, but that difference may be fairly separated in time, across separate processes. I know that if I track where we were in a file (e.g., `SharedPreferences`), I can handle this, but that leads to possible synchronization problems if the user later fiddles with permissions in Settings. I am trying to determine if there is a way to determine when we get to the fourth state without tracking the details in a persistent data store myself.","2021-10-12 12:11:06","","115145","CC BY-SA 4.0"
"122914842","69530502","0","_""but that difference may be fairly separated in time""_. What I meant was check once before `requestPermissions` and again when you get `onRequestPermissionsResult`.","2021-10-12 12:13:41","","1524450","CC BY-SA 4.0"
"122914895","69530502","0","@Michael: That would allow me to determine that I just went from the third state to the fourth state. However, unless I store something in a file, I will not know two weeks from now that I got to the fourth state and can no longer request the permission upgrade.","2021-10-12 12:16:26","","115145","CC BY-SA 4.0"
"122915022","69530502","2","Don't you always get a callback with a result, event if no dialog was shown? That's the way I remember it anyway. So what I'm talking about here is to always read the state twice: once before `requestPermissions`, then again when you get the results callback, and then compare the two. I'm not suggesting that you persist anything.","2021-10-12 12:22:06","","1524450","CC BY-SA 4.0"
"122916515","69530502","0","@Michael: OK, I think I see what you are proposing now. If I start in state 2/4, and I end in state 3, that means that I must have been in state 2 previously. If I start in state 2/4, and I end in state 4, that means that I must have been in state 4 previously. I can give that a try -- thanks!","2021-10-12 13:19:14","","115145","CC BY-SA 4.0"
"123023180","61122378","1","On my M1 MacBook Pro with Big Sur (never upgraded), the expected system voice are presents in /System/Library/Speech/Voices but ""say -v"" does not work as noted above. By ""expected"" I mean those available to me in the Accessibility Sys Pref pane (including AronSiri, Alison, Ava, NoraSiri, Samantha, and Tom).","2021-10-17 02:21:54","","5618246","CC BY-SA 4.0"
"123023218","61122378","2","Added for completeness: I can get high quality Tom or other on-Siri voices to work in Terminal when they are selected as ""System Voice"" in Accessibility.","2021-10-17 02:28:20","","5618246","CC BY-SA 4.0"
"123821048","70042442","2","I guess that T is changing the meaning within the paragraph. Once it is `int`, next it refers to `int *const`.","2021-11-20 10:58:11","","4989451","CC BY-SA 4.0"
"130505787","69530502","0","@CommonsWare running in to the exact same issue.  Again I don't think Google thought this through.  Regardless if anyone has an answer to this question it would be much appreciated.","2022-09-30 15:58:24","","1281501","CC BY-SA 4.0"
"130978167","67749284","0","@CheokYanCheng I don't know.","2022-10-24 17:16:34","","878126","CC BY-SA 4.0"
"105375751","59603086","1","@LanguageLawyer You are right","2020-01-06 02:00:23","","560648","CC BY-SA 4.0"
"105437074","59637100","0","Just curious: What happens in your first code if `self.iv.image` is nil?","2020-01-07 23:07:05","","1187415","CC BY-SA 4.0"
"105437136","59637100","0","@MartinR It works fine. (In real life I go on to `.store` the AnyCancellable as you would expect, and the code downloads and shows the image just fine.) That's why I'm confused; I didn't discover there was an ""issue"" until I tried to tease apart what `.assign` is doing behind the scenes by supplying my own Assign subscriber, subscribing it, and promoting it to AnyCancellable (not shown).","2020-01-07 23:10:05","","341994","CC BY-SA 4.0"
"105437176","59637100","0","@MartinR I'll add that to the q.","2020-01-07 23:12:16","","341994","CC BY-SA 4.0"
"105437211","59637100","0","I have no experience with Combine so far, so I do not “expect” anything :) – But I noticed that the inferred type of `let pub = ...` is `Publishers.ReceiveOn<Publishers.CompactMap<Publishers.ReplaceError<Publishers.Map<URLSession.DataTaskPublisher, Data>>, UIImage>, DispatchQueue>`.  If you annotate it explicitly, but with `UIImage` replaced by `UIImage?` then the error goes away. That seems to be what the compiler infers in the first example from `.assign(to: \.image, on: self.iv)` since `self.iv.image` is an optional.","2020-01-07 23:14:41","","1187415","CC BY-SA 4.0"
"105437404","59637100","0","The error also goes away if you replace `compactMap` by `map` – does that make sense? I am not sure.","2020-01-07 23:24:00","","1187415","CC BY-SA 4.0"
"105437627","59637100","0","@MartinR If you break the chain at `receiveOn`, its output typed as UIImage. If you add `assign`, `receiveOn` output is typed as UIImage?. It is as if the `assign` is able to push the optionality _up_ the pipeline. I don't understand how it does that.","2020-01-07 23:37:34","","341994","CC BY-SA 4.0"
"105437666","59637100","0","You are also right that if we `eraseToAnyPublisher` and type the `pub` generic explicitly as parameterizing UIImage? the whole problem goes away. I'll add that to the question.","2020-01-07 23:39:54","","341994","CC BY-SA 4.0"
"105799821","59787879","0","Note: in the first example, passing `g` (instead of `&g`) to the function template causes a type decay (a function lvalue reference decays to a pointer to a function: `void(&)(T)` => `void(*)(T)`). This implicit convertion happens because there is no other `f` overload with a better match. In the second example, there is an ambiguity which `f` you want to actually call because ... it doesn't know which `f` is the argument either.","2020-01-20 22:34:28","","4818802","CC BY-SA 4.0"
"106259999","60079472","0","So what are the exact restrictions? What is the minimal time that is guaranteed that a trigger will work in a relatively precise give time ?","2020-02-05 17:11:37","","878126","CC BY-SA 4.0"
"106260245","60079472","0","I can't remember exact restrictions but when I was working on it I googled for like days to overcome background service getting killed automatically. And from personal observation I noticed issue on Samsung, Xiaomi, etc, you cant call alarmManger in between interval of 5 mins, I had a data upload service implemented using alarmManger which get triggered every 1 min, but it disappointed our client who complained the service isn't running at all. For emulators it works well.","2020-02-05 17:20:22","","12768925","CC BY-SA 4.0"
"106295484","60079472","0","@greeble31 Sadly I tried it too, and wrote about it on the question (number 6 currently).","2020-02-06 17:14:33","","878126","CC BY-SA 4.0"
"106322754","60114639","7","I'm also facing the same issue :(","2020-02-07 14:25:19","","12232795","CC BY-SA 4.0"
"106379410","60114639","0","@Muzzamil Thanks for the answer. Actually, the error effects some high end functionalities and the error comes due to a mess up by ChromeDriver team while releasing _ChromeDriver v80_. See [this](https://stackoverflow.com/questions/60114639/timed-out-receiving-message-from-renderer-0-100-log-messages-using-chromedriver/60140212#60140212). We had been recommending `PageLoadStrategy.NONE` for scraping but won't be a good idea when testing applications.","2020-02-10 08:34:57","","7429447","CC BY-SA 4.0"
"106381858","60114639","2","@DebanjanB Yes I went through your post. I hope they can fix it in next release. I tried to find out the solution so I have mentioned it but there is more options to prevent timeout. I will try it with other option but if timeout duration is very less then I think we need to wait for next release.","2020-02-10 10:01:21","","10091597","CC BY-SA 4.0"
"106387490","60150749","6","Typing a constructor doesn't sound so terrible. Unless you have too many members, in which case, maybe refactoring is in order.","2020-02-10 12:53:52","","889742","CC BY-SA 4.0"
"106387504","60150749","0","If you're supposed to initialize all members and forgot one, then the error makes sense and should be there to remind you that you need to initialize them all.","2020-02-10 12:54:24","","440558","CC BY-SA 4.0"
"106387559","60150749","0","I read the question as: You want to enable `VariablePointers{activePtr, wasactivePtr,filename};` but at the same time `VariablePointers{activePtr, filename}` should be an error (it is a warning only), is this correct?","2020-02-10 12:55:42","","4117728","CC BY-SA 4.0"
"106387569","60150749","0","@Some but it is a warning only...","2020-02-10 12:56:03","","4117728","CC BY-SA 4.0"
"106387574","60150749","1","@Someprogrammerdude I think he means the error is that you can accidentally omit an initializing value","2020-02-10 12:56:15","","889742","CC BY-SA 4.0"
"106387589","60150749","0","To prevent such situations, you gotta use an array/vector!","2020-02-10 12:56:31","","8192043","CC BY-SA 4.0"
"106387620","60150749","1","@idclev463035818 Which is why one should always build with e.g. `-Werror` to turn them into errors. :)","2020-02-10 12:57:13","","440558","CC BY-SA 4.0"
"106387634","60150749","2","@theWiseBro if you know how array/vector helps you should post an answer. Its not that obvious, I dont see it","2020-02-10 12:57:31","","4117728","CC BY-SA 4.0"
"106387783","60150749","2","@Someprogrammerdude But is it even a warning? Can't see it with VS2019.","2020-02-10 13:01:15","","1332041","CC BY-SA 4.0"
"106387800","60150749","0","Add a constructor.","2020-02-10 13:01:50","","5910058","CC BY-SA 4.0"
"106387951","60150749","9","There is a `-Wmissing-field-initializers` compilation flag.","2020-02-10 13:06:13","","8751754","CC BY-SA 4.0"
"106388068","60150749","0","@acraig5075 Unfortunately MSVC doesn't do it, or have an option to enable it (that I found). For GCC and Clang it's `-Wmissing-field-initializers` (which is included with `-Wextra`).","2020-02-10 13:09:39","","440558","CC BY-SA 4.0"
