News_ID,Date,Subject,Title,Summary,Body,Short_link
832178,۱۴۰۱/۰۱/۰۴,اقتصادی,سخنگو دولت: کاهش بیکاری به 8.9 درصد,مطابق اعلام مرکز آمار، نرخ بیکاری با کاهش ۰/۷ درصدی از ۹.۶ در تابستان به ۸.۹ در پاییز ۱۴۰۰ رسیده و کاهش نرخ بیکاری بانوان در همین بازه ۲درصد بوده است.,"سخنگوی دولت گفت: نرخ بیکاری با کاهش ۰/۷ درصدی از ۹.۶ در تابستان به ۸.۹ در پاییز ۱۴۰۰ رسیده است.به گزارش ایسنا، علی بهادری جهرمی در حساب کاربری خود در توییتر نوشت:«‏مطابق اعلام مرکز آمار، نرخ بیکاری با کاهش ۰/۷ درصدی از ۹.۶ در تابستان به ۸.۹ در پاییز ۱۴۰۰ رسیده و کاهش نرخ بیکاری بانوان در همین بازه ۲درصد بوده است.ان‌شاءالله بارفع محدودیت‌های کرونایی، رشد شرکت‌های دانش‌بنیان و رونق اقتصادی، چشم‌انداز اشتغال درسال جدید روشن‌تر است.»
                           ",https://www.asriran.com/003UUE
832177,۱۴۰۱/۰۱/۰۴,سیاسی,مراسم ری شهری با حضور شخصیت‌های سیاسی (عکس),مراسم یادبود مرحوم آیت الله محمدی ری شهری، پنجشنبه چهارم فروردین با حضور حجت‌الاسلام والمسلمین محمدی گلپایگانی رئیس دفتر مقام معظم رهبری، غلامحسین اژه‌ای رئیس قوه قضائیه، سید ابراهیم رییسی رییس جمهور و جمعی از علما، شخصیت‌های مذهبی، کشوری و لشگری در مصلای امام علی (ع) آستان مقدس حضرت عبدالعظیم (ع) برگزارشد.,,https://www.asriran.com/003UUD
832151,۱۴۰۱/۰۱/۰۴,فرهنگی/هنری,"چرا ""زیر خاکی"" دوست داشتنی است؟",زیر خاکی، اثری متواضع و اصطلاحاً خاکی است و نمی خواهد فخر فروشی کند.,"عصر ایران - سریال زیرخاکی که اولین بار در رمضان 1399 پخش شد، به حدی در جذب مخاطب موفق بود که اینک و در بهار 1401، فصل سوم جدید آن، پربیننده ترین سریال نوروزی است. جلیل سامان این سریال را نوشته و کارگردانی کرده است.زیرخاکی قصه فردی به نام فریبرز است که دنبال گنج می گردد ولی ناخواسته و مدام، درگیر ماجراهایی می شود که اصلا به او مربوط نمی شوند. مثلاً جابجا شدن کیف عتیقه ها با اعلامیه های ضد شاه، باعث می شود سر از زندان ساواک دربیاورد یا به خاطر پوشیدن لباس یک سرهنگ ارتش، عراقی ها او را با یکی از فرماندهان ایرانی اشتباهی می گیرند و ... .نقش فریبرز را ""پژمان جمشیدی"" بازی می کند؛ فوتبالیست سابق تیم ملی که وقتی وارد عرصه سینما شد، خیلی ها او را جدی نگرفتند و تصور می کردند عطش او هم مانند خیلی های دیگر، بعد از تجربه یکی دو سکانس یا فیلم، فروکش خواهد کرد.ولی پژمان جمشیدی نشان داد که آمده است بماند و رشد کند و اینک او، یکی از بهترین بازیگران طنز ایران است. پژمان در جشن سینمایی حافظ توانست جایزه بهترین بازیگر کمدی مرد را به خود اختصاص دهد و در جشنواره چهلم فجر هم نامزد بهترین بازیگر مرد برای نقش آفرینی در فیلم ""علفزار"" شد.اما چرا ""زیر خاکی"" این قدر موفق است و توانسته مردم را پای تلویزیون بنشاند؟به نظر می رسد چند عامل در این باره موثر بوده است:فیلمنامه جذاب و روان و بدون پیچیدگی های زائدفیلمنامه نویس به خوبی واقف بوده که برای عموم مردم و نه فیلم بین های حرفه ای می نویسد. بنابراین، سیر حوادث را به صورتی روان و بدون پیچیدگی خاصی دنبال هم چیده است تا همه بتوانند بدون آن که درگیر کشف سریال شوند، از دیدن آن لذت ببرند. فیلمنامه در عین جذاب بودن، تکلف ندارد و نمی خواهد خود را به رخ بکشد.این سادگی - که البته سهل ممتنع است - در مجموع به تولید اثری ""خودمانی"" منجر شده است و این خودمانی بودن، در جزء جزء کار، از طراحی صحنه و لباس تا بازی ها مشهود است. زیر خاکی، اثری متواضع و اصطلاحاً خاکی است و نمی خواهد فخر فروشی کند. همین است که تماشاگر با خیال راحت به آن نزدیک می شود.فضای زمانی قصهقصه، به دهه های 50 و 60 مربوط می شود. برای افرادی که دوران کودکی و جوانی خود را در آن سال ها طی کرده اند، فضای بازسازی شده آن دوران، بسیار نوستالوژیک است؛ از نوع لباس هایی که مردم می پوشیدند، خودروها، خانه ها و حتی اسباب و اثاثیه ای که تماشاگران را به سال های کودکی و نوجوانی و جوانی شان پرتاب می کند.حتی نوع روابط افراد نیز دقیقا مبتنی بر روابط آدم های آن سال ها طراحی شده است، مانند ارتباطات صمیمانه همسایه ها که این روزها، در اغلب شهرها، نظیرش به چشم نمی خورد.برای جوان ترها نیز رنگ و بوی گذشته، جالب است و سوژه ای است برای گفت و گوهای خانوادگی درباره گذشته ها.شخصیت پردازی قویمشخص است که جلیل سامان، روی تک تک کاراکترها، عمیقا فکر کرده است. همه بازیگران اصلی، شخصیت تعریف شده خود را دارند و صرفاً تیپ نیستند. همین شخصیت پردازی قوی است که می شود مخاطب، با آنها ارتباط بگیرد و مهم تر از آن، باورشان کند. اگر شخصیت پردازی حساب شده فریبرز نبود چه کسی می توانست این همه سادگی را بپذیرد و حتی با آن همراهی کند؟ سینما و سریال های ایرانی، عمدتاً از ضعف شخصیت پردازی رنج می برند و وقتی اثری بر این ضعف غلبه دارد، دیدنی تر می شود،مانند زیر خاکی.بازی های باورپذیرتقریباً همه بازیگران، نقش هایشان را نه بازی که گویا زندگی می کنند و تماشاگر، احساس می کند در حال تماشای زندگی واقعی آنهاست نه نقش بازی کردن شان. جلیل سامان، توانسته است بازی های خوبی بگیرد.طنز موقعیت و پرهیز از لودگیهر چند قصه اصلی زیرخاکی مبتنی بر طنز است اما ریزکمدی ها و طنز موقعیت در طول قصه اصلی، لحظات جذابی را برای مخاطب رقم می زند. طنز کلامی که به ویژه در بازی فریبرز، پریچهر و کشور خانم وجود دارد مزید بر علت است تا خنده بر لبان تماشاچی بنشیند.زیر خاکی بر خلاف برخی آثار سینمایی و سریال ها که با شوخی های سخیف و دم دستی می خواهند از تماشاگر خنده بگیرند، توانسته است طنزی پاکیزه، دوست داشتنی و محترم اراده کند. آمیختگی جدی و شوخیدر کنار طنز قوی و مستمری که در کار جریان دارد، شاهد وقایع و پیام های جدی هم هستیم که مشابه بیرونی هم دارند؛ مانند شخصیت های ریاکاری که خود را نیروهای مذهبی و انقلابی جا می زنند و در واقع نفوذی اند و دنبال منافع مادی و سیاسی خود هستند. این قبیل آدم ها، نه فقط در سریال طنز زیرخاکی که در زندگی واقعی ما هم هستند و اتفاقاً اثر جدی تری بر سرنوشت مان دارند.کارگردانی روان، موسیقی مناسب، تدوینی که کش نمی دهد و ... در کنار نکات پیش گفته، باعث شده است مردم ایران که این روزها بیش از هر زمانی به خنده و خوشی نیاز دارند، ساعتی را فارغ از غم دنیا بگذرانند و همین یعنی موفقیت یک اثر نمایشی. به جلیل سامان و تیم خوبش در زیرخاکی، خدا قوت می گوییم.                           ",https://www.asriran.com/003UTn
832175,۱۴۰۱/۰۱/۰۴,عمومی,ترافیک  سنگین در جاده‌های کندوان و هراز,رییس پلیس راه مازندران خستگی و خواب آلودگی را از عوامل اصلی در تصادفات رانندگی برشمرد و افزود: بیشترین تعداد تصادفات رانندگی در فاصله ۳۰ کیلومتری به مقصد رخ می‌دهد که این امر بیانگر کمبود استراحت و خستگی زیاد رانندگان است.,رییس پلیس راه مازندران، وضعیت تردد و ترافیک خودرویی در جاده‌های ارتباطی کندوان و هراز را پرحجم و نیمه سنگین و در برخی مواقع نیز سنگین اعلام کرد.سرهنگ یدالله جهان‌تاب عصر امروز پنجشنبه در گفتگو با خبرنگار ایرنا افزود: هم اکنون وضعیت تردد خودرویی در جاده کندوان در هر دو مسیر رفت و برگشت به چالوس پرحجم و نیمه سنگین است و در جاده هراز نیز در محدود تونل چلاو به سمت تهران شاهد ترافیک سنگین به طول دو کیلومتر هستیم.وی با اعلام این که هم اکنون وضعیت ترافیک خودرویی در محدوده ورودی به شهرستان آمل نیز پرحجم و سنگین شده است، اظهار داشت: در جاده ارتباطی سوادکوه تردد خودرویی روان است و در سایر محور‌ها نیز مشکل خاصی گزارش نشده است.سرهنگ جهان تاب با اشاره به روز‌های پایانی دور نخست تعطیلات نوروزی، از احتمال افزایش تردد خودرویی در جاده‌های ارتباطی مازندران در مسیر‌های برگشت به سمت تهران خبر داد و گفت که با توجه به موج بازگشت مسافرت‌های نوروزی، جاده کنداون از سمت چالوس به کرج به طور قطع یکطرفه خواهد شد و در جاده هراز نیز به سمت تهران، احتمال یکطرفه شدن این مسیر در ساعت‌های آینده روزجاری دور از انتظار نیست.رییس پلیس راه مازندران خستگی و خواب آلودگی را از عوامل اصلی در تصادفات رانندگی برشمرد و افزود: بیشترین تعداد تصادفات رانندگی در فاصله ۳۰ کیلومتری به مقصد رخ می‌دهد که این امر بیانگر کمبود استراحت و خستگی زیاد رانندگان است.سرهنگ جهان‌تاب از مسافران نوروزی خواست ضمن رعایت قوانین و مقررات راهنمایی و رانندگی، علاوه بر خودداری از صحبت کردن با تلفن همراه، از هرگونه سرعت و سبقت غیرمجاز نیز خودداری کنند تا سفری امن و ایمن را برای خود و دیگر هموطنان رقم بزنند.وی با اشاره به پیش‌بینی هواشناسی مازندران مبنی بر ورود سامانه جدید بارشی که از بعدازظهر امروز مناطق مختلف استان بویژه ارتفاعات مرکزی و غربی را تحت تاثیر قرار می‌دهد و تا اواسط هفته آینده نیز فعال خواهد بود، از رانندگان و مسافران نوروزی خواست از توقف در حاشیه جاده‌ها و رودخانه‌ها خودداری کنند.پلیس راه مازندران همزمان با اعلام محدودیت‌های ترافیکی نوروزی، از رانندگانی که قصد تردد در محور‌های مواصلاتی استان را دارند، خواست تا ضمن رعایت کامل مقررات راهنمایی و رانندگی و مدیریت، سفرشان را مدیریت کنند و در صورت نیاز به کسب اطلاعات بیشتر با شماره‌های ۲۱۸۲۴۴۲۰ و ۲۱۸۲۴۴۳۴ پلیس راه مازندران با پیش شماره ۰۱۱ تماس بگیرند.مازندران ۱۰ هزار و ۷۰۰ کیلومتر راه اصلی و فرعی دارد که سه محور چالوس، هراز، سوادکوه را به پایتخت و جاده کیاسر مازندران را به سمنان متصل می‌کند.                           ,https://www.asriran.com/003UUB
832174,۱۴۰۱/۰۱/۰۴,سیاسی,سفیر روسیه در دمشق: اسرائیل سعی دارد ما را در سوریه تحریک کند,یفیموف پیشتر اعلام کرده بود که حملات اسرائیل به خاک سوریه اساسا از منظر قوانین بین‌المللی غیرقانونی است و روسیه به شدت حملات هوایی اسرائیل به سوریه را محکوم می‌کند و خواستار توقف آن‌ها است.,"سفیر روسیه در دمشق تاکید کرد که رژیم صهیونیستی به دنبال این است که با تحریک روس‌ها در سوریه فضایی را برای فعالیت‌های نظامی غرب ایجاد کند.به گزارش ایسنا، به نقل از سایت النشره، الکساندر یفیموف، سفیر روسیه در دمشق درباره حملات رژیم صهیونیستی به سوریه اظهار کرد: اسرائیل ما را تحریک می‌کند تا واکنشی نشان دهیم و این اقدامات فضایی را برای غرب جهت انجام برخی فعالیت‌های نظامی در سوریه فراهم می‌کند.یفیموف پیشتر اعلام کرده بود که حملات اسرائیل به خاک سوریه اساسا از منظر قوانین بین‌المللی غیرقانونی است و روسیه به شدت حملات هوایی اسرائیل به سوریه را محکوم می‌کند و خواستار توقف آن‌ها است.همچنین او گفته بود: روسیه این موضعگیری را همواره مطرح کرده و در سطوح مختلف آن را به قدس غربی اطلاع می‌دهد.سفیر روسیه در دمشق تاکید کرد: این حملات هوایی تنها موجب تلفات نمی‌شوند بلکه به پیچیده شدن اوضاع در کل منطقه نیز منجر می‌شوند.او در بخش دیگری از اظهاراتش گفت: روسیه برای خلع سلاح اوکراین و آزادسازی آن از نازیسم در تلاش بوده و دست به حملاتی علیه مناطق غیرنظامیان نمی‌زند.یفیموف افزود: ""نئونازی‌ها از غیرنظامیان به عنوان سپر‌های انسانی استفاده کرده و همان شیوه‌های تروریست‌ها در سوریه را به کار می‌برند و روسیه برای نجات جان تمامی اوکراینی‌ها تلاش می‌کند، اما آن‌ها به غیرنظامیان اجازه خروج نمی‌دهند و اگر سعی در فرار داشته باشند، به آن‌ها تیراندازی می‌کنند"".                           ",https://www.asriran.com/003UUA
832173,۱۴۰۱/۰۱/۰۴,بین الملل,آمریکا مجلس دوما و شرکت‌های صنایع دفاعی روسیه را تحریم کرد,آمریکا ۳۲۸ عضو مجلس دوما و ۴۸ شرکت صنایع دفاعی روسیه را تحریم کرد.,وزارت خزانه داری آمریکا روز پنجشنبه به وقت محلی مجلس دومای روسیه و ۳۲۸ عضو آن، رئیس بانک سبربانک و ۴۸ شرکت صنایع دفاعی این کشور را تحریم کرد.به گزارش ایرنا - دفتر کنترل دارایی خارجی وزارت خزانه داری آمریکا روز پنجشنبه به وقت محلی در بیانیه‌ای گفت: امروز در جدیدترین اقدام برای تحمیل هزینه سنگین بر روسیه به خاطر جنگ غیرقانونی، بی دلیل و بی اساس آن علیه اوکراین، وزارت خانه داری آمریکا حامیان اصلی این تهاجم را تحریم می‌کند.در این بیانیه آمده است این تحریم‌ها شامل ۴۸ شرکت دفاعی روسیه، ۳۲۸ عضو مجلس دومای این کشور و هرمان گرف رئیس بزرگ‌ترین موسسه مالی آن یعنی بانک سبربانک می‌شود. این اقدام همگام با تمهیدات مشابه اتحادیه اروپا، انگلیس و کانادا است و نشان دهنده اتحاد مداوم برای پاسخگو ساختن پوتین به خاطر این جنگ انتخابی است.جانت یلن، وزیر خزانه داری آمریکا گفت: آمریکا به همراه شرکا و متحدان خود به قلب توانایی روسیه برای تأمین مالی و اجرای جنگ و جنایات خود علیه اوکراین ضربه می‌زند. دومای روسیه به حمایت از تهاجم پوتین، سرکوب جریان آزاد اطلاعات و نقض حقوق اولیه شهروندان روسیه ادامه می‌دهد. ما از نزدیک‌ترین افراد به پوتین می‌خواهیم که این جنگ بی رحمانه را متوقف کرده و آن را محکوم کنند.دو مقام آگاه آمریکایی روز گذشته اعلام کردند که دولت جو بایدن قصد دارد روز پنجشنبه ۳۰۰ قانونگذار در دومای روسیه را تحریم کند.به گزارش ایرنا، این دو مقام آگاه به وال استریت ژورنال اعلام کردند که ۳۰۰ عضو دومای روسیه در فهرست تحریم‌ها قرار خواهند گرفت.جو بایدن رئیس جمهوری آمریکا برای شرکت در نشست ناتو، دیدار با رهبران گروه ۷ و پیوستن به نشست برنامه ریزی شده شورای اروپا به بروکسل سفر کرده است. وی سپس به لهستان سفر خواهد کرد.ولادیمیر پوتین رئیس جمهوری روسیه روز ۲۱ فوریه گذشته (دوم اسفندماه) با انتقاد از بی‌توجهی غرب به نگرانی‌های امنیتی مسکو، استقلال جمهوری‌های خلق دونتسک و لوگانسک را در منطقه دونباس به رسمیت شناخت.وی سه روز پس از آن نیز پنجشنبه ۵ اسفند آغاز عملیات نظامی ویژه علیه اوکراین را اعلام کرد و روابط پرتنش مسکو- کی‌یف به رویارویی نظامی تغییر وضع داد. درگیری‌ها در اوکراین و نیز واکنش‌ها به اقدام روسیه همچنان ادامه دارد.                           ,https://www.asriran.com/003UU9
832172,۱۴۰۱/۰۱/۰۴,بین الملل,فنلاند کمک‌های نظامی بیشتری به اوکراین می‌فرستد,فنلاند کشوری هم مرز با روسیه و متقاضی عضویت در سازمان پیمان آتلانتیک شمالی (ناتو) است. این در حالی است که روسیه بار‌ها در مورد الحاق این کشور به ناتو با مطرح کردن تهدید «عواقب سیاسی و نظامی» آن هشدار داده است.,یک مشاور در وزارت دفاع فنلاند از برنامه این کشور برای ارسال تجهیزات نظامی بیشتر به اوکراین خبر داد.به گزارش ایرنا، سه هفته پس از تحویل اولین محموله سلاح فنلاند به اوکراین، «میکا پینونن» مشاور وزارت دفاع فنلاند امروز پنجشنبه به خبرگزاری فرانسه گفت که کمک‌های بیشتری در راه است و از تشریح جزئیات این کمک «به دلایل امنیتی» امتناع کرد.بر پایه این گزارش، فنلاند نهم اسفند ماه /۲۸ فوریه اعلام کرده بود که با نقض شیوه سیاسی این کشور مبنی بر عدم ارسال سلاح به مناطق جنگی، یک هزار و ۵۰۰ اسلحه ضدتانک، ۲ هزار و ۵۰۰ قبضه تفنگ و چاشنی انفجاری برای حمایت از اوکراین در برابر روسیه به این کشور ارسال می‌کند.فنلاند کشوری هم مرز با روسیه و متقاضی عضویت در سازمان پیمان آتلانتیک شمالی (ناتو) است. این در حالی است که روسیه بار‌ها در مورد الحاق این کشور به ناتو با مطرح کردن تهدید «عواقب سیاسی و نظامی» آن هشدار داده است.در پی درخواست «ولودیمیر زلنسکی» رئیس جمهوری اوکراین برای کمک نظامی بیشتر به کشورش، بسیاری از کشور‌ها از جمله انگلیس، آلمان و سوئد این هفته اعلام کردند که محموله‌های نظامی جدیدی به این کشور ارسال می‌کنند.به گزارش ایرنا، «ولادیمیر پوتین» رئیس جمهوری روسیه روز ۲۱ فوریه/۲ اسفند ماه با انتقاد از بی‌توجهی غرب به نگرانی‌های امنیتی مسکو، استقلال جمهوری‌های خلق دونتسک و لوهانتسک را در منطقه دونباس به رسمیت شناخت.وی سه روز پس از آن نیز در ۵ اسفند/۲۴ فوریه آغاز «عملیات نظامی ویژه» علیه اوکراین را اعلام کرد و روابط پرتنش مسکو- کی‌یف به رویارویی نظامی تغییر وضعیت داد. درگیری‌ها در اوکراین همچنان ادامه دارد و این روز‌ها وارد دومین ماه خود می‌شود.                           ,https://www.asriran.com/003UU8
832171,۱۴۰۱/۰۱/۰۴,ورزشی,کاپیتان کره‌جنوبی: تیم بهتری نسبت به ایران بودیم/ هنوز عالی نشده‌ام,ستاره باشگاه تاتنهام، گفت: تمرکز زیادی داشتم تا امروز بتوانم مقابل تماشاگران خودی نمایش خوبی داشته باشم. خیلی خوشحالم که اکنون مردم ما از این پیروزی شادمان هستند.,کاپیتان و ستاره تیم ملی فوتبال کره‌جنوبی گفت: با ارائه نمایشی خوب و برتری مقابل ایران نشان دادیم که تیم بهتری نسبت به این حریف بودیم.به گزارش ایرنا؛ «سون هیونگ مین» امروز پنجشنبه پس از برتری دو بر صفر تیمش مقابل ایران، اظهار داشت: بازی خوبی مقابل هزاران تماشاگر خودی انجام دادیم. البته می‌توانستیم گل‌های بیشتری بزنیم. بازی ساده‌ای نبود و گلی که به ارمغان آوردرم نیز ثمره تلاش همه بازیکنان تیم است.وی ادامه داد: نتیجه ثابت کرد که ما تیم بهتری بودیم. ایران تیم قدرتمندی در آسیاست و امروز هم بازی سختی برابر آن‌ها داشتیم. هنوز برای تیم ملی یک مهره عالی نیستم و تلاش می‌کنم هر روز بهتر شوم. کاپیتانی تیم ملی بسیار دشوار است و تلاش می‌کنم تا افتخار کاپیتان بودن را به بهترین شکل جواب بدهم.ستاره باشگاه تاتنهام، گفت: تمرکز زیادی داشتم تا امروز بتوانم مقابل تماشاگران خودی نمایش خوبی داشته باشم. خیلی خوشحالم که اکنون مردم ما از این پیروزی شادمان هستند.تیم ملی فوتبال ایران در این دیدار که به میزبانی کره و در سئول برگزار شد با دو گل شکست خورد و صدرجدول گروه نخست آسیا را به این حریف واگذار کرد.کره با این پیروزی ۲۳ امتیازی شد و ایران در امتیاز ۲۲ باقی ماند.                           ,https://www.asriran.com/003UU7
832170,۱۴۰۱/۰۱/۰۴,سیاست خارجی,دیدار وزیر امور خارجه با تعدادی از گروه‌ها و رهبران فلسطینی در لبنان,امیرعبداللهیان در هنگام ورود به بیروت در جمع خبرنگاران به تشریح اهداف سفر خود به لبنان پرداخت.,"وزیر امور خارجه کشورمان بعدازظهر امروز در جریان دومین سفر خود به بیروت طی ماه‌های اخیر با تعدادی از گروه‌ها و رهبران فلسطینی در لبنان دیدار و رایزنی کرد.به گزارش ایسنا، وزیر امور خارجه که عصر امروز وارد بیروت شد در محل سفارت ایران در لبنان با تعدادی از گروه‌ها و رهبران فلسطینی در لبنان دیدار و رایزنی کرد.او در هنگام ورود به بیروت در جمع خبرنگاران به تشریح اهداف سفر خود به لبنان پرداخت.امیرعبداللهیان در این سفر با تعدادی از مقامات لبنانی از جمله همتای خود نیز دیدار و رایزنی خواهد کرد.
                           ",https://www.asriran.com/003UU6
832169,۱۴۰۱/۰۱/۰۴,سیاست خارجی,امیرعبداللهیان: آمادگی ایران برای ایجاد ایستگاه تولید برق در لبنان,امیرعبداللهیان با اشاره به دیدار اخیرش با نخست وزیر لبنان در حاشیه اجلاس امنیتی مونیخ تصریح کرد: در دیداری که یک ماه پیش در مونیخ با آقای نجیب میقانی نخست وزیر لبنان داشتم به ایشان آمادگی جمهوری اسلامی ایران را برای ایجاد دو ایستگاه یک هزار مگاواتی برق در لبنان و توسعه همه جانبه همکاری‌های تجاری و اقتصادی اعلام کردم و امروز هم حامل پیام‌های گرم مردم عزیز ایران به همه مردم عزیز لبنان هستم.,حسین امیر عبداللهیان گفت: آمادگی داریم به همکاری‌های مهم تجاری و اقتصادی خود با لبنان ادامه دهیم.به گزارش ایسنا، وزیر امور خارجه کشورمان عصر روز پنچ شنبه در فرودگاه بیروت درجمع خبرنگاران در تشریح اهداف سفرش به لبنان اظهار کرد: ما به صورت مستمر با مقامات عالی لبنان در موضوعات دوجانبه، منطقه‌ای و بین‌المللی مشورت‌های مفید و سازنده‌ای را داریم.این دیپلمات عالی رتبه ایرانی با اشاره به سفر چند ماه پیش خود به لبنان گفت: از آخرین سفری که به بیروت داشتم تا امروز تحولات زیادی در عرصه منطقه‌ای و بین‌المللی رخ داده که ضروری است با اهتمامی که در جمهوری اسلامی ایران و لبنان وجود دارد، مشورت‌های دقیق‌تری را با مقامات لبنان داشته باشیم.وی افزود: یک بار دیگر اعلام می‌کنیم که آمادگی داریم به حمایت‌ها و همکاری‌های مهم تجاری و اقتصادی خود با لبنان ادامه دهیم.امیرعبداللهیان با اشاره به دیدار اخیرش با نخست وزیر لبنان در حاشیه اجلاس امنیتی مونیخ تصریح کرد: در دیداری که یک ماه پیش در مونیخ با آقای نجیب میقانی نخست وزیر لبنان داشتم به ایشان آمادگی جمهوری اسلامی ایران را برای ایجاد دو ایستگاه یک هزار مگاواتی برق در لبنان و توسعه همه جانبه همکاری‌های تجاری و اقتصادی اعلام کردم و امروز هم حامل پیام‌های گرم مردم عزیز ایران به همه مردم عزیز لبنان هستم.                           ,https://www.asriran.com/003UU5
832168,۱۴۰۱/۰۱/۰۴,ورزشی,اسکوچیچ: کره استحقاق پیروزی را داشت,اسکوچیچ: جای بازیکنان هجومی مهمی در این بازی خالی بود که این اتفاق هم مزید بر علت شد تا جریان بازی به نفع ما پیش نرود. سعی کردیم در مقاطعی از بازی، جریان مسابقه را کنترل کنیم، اما نتیجه آن چیزی نبود که دلخواه ما باشد.,"سرمربی تیم ملی فوتبال ایران گفت: به تیم کره جنوبی تبریک می‌گویم، آن‌ها استحقاق این برد را داشتند.
به گزارش تسنیم، دراگان اسکوچیچ پس از شکست ۲ بر صفر ایران مقابل کره جنوبی گفت: به تیم کره جنوبی تبریک می‌گویم، آن‌ها استحقاق این برد را داشتند. نیمه اول، از عملکرد تیمم راضی نبودم، چون خیلی در دفاع عقب نشسته بودیم و سعی می‌کردیم با توپ‌های بلند، توپ را به سردار آزمون برسانیم.وی ادامه داد: آنچه از بچه‌ها خواسته بودم، این بود که توپ را از دفاع به خط هافبک بیاورند و از آنجا توپ را به خط حمله برسانیم. با این حال مصدومیت شجاع خلیل‌زاده هم بد بیاری بزرگی بود که در نیمه اول برای ما رقم خورد.
ضمن اینکه جای بازیکنان هجومی مهمی در این بازی خالی بود که این اتفاق هم مزید بر علت شد تا جریان بازی به نفع ما پیش نرود. سعی کردیم در مقاطعی از بازی، جریان مسابقه را کنترل کنیم، اما نتیجه آن چیزی نبود که دلخواه ما باشد.
سرمربی تیم ملی در پاسخ به این سؤال که سون هیونگ مین بار دیگر به ایران گل زد و عملکرد این بازیکن را چطور ارزیابی می‌کند، گفت: سون همیشه ارزش خود را نشان داده و بازیکنی در کلاس جهانی است و می‌تواند با حرکات خودش بازی را به سود تیمش تغییر دهد. او بازیکنی با ارزش جهانی است.اسکوچیچ درباره دیدار روز ۹ فروردین برابر لبنان که آخرین بازی ایران در مرحله انتخابی جام جهانی است، اظهار داشت: درست است این بازی را واگذار کردیم، اما باید بدانیم که پرواز طولانی، اختلاف زمانی و جت‌لگ (اختلال ساعت بدن) و جای خالی بازیکنان، روی تیم ما فشار مضاعف آورد. دوست داریم بازی‌ها را با برد تمام کنیم، اگر چه احترام زیادی برای لبنان قائل هستیم.                           ",https://www.asriran.com/003UU4
832167,۱۴۰۱/۰۱/۰۴,سیاسی,حضور حسن روحانی در مراسم ری شهری (عکس),حسن روحانی  رئیس جمهور پیشین با حضور در مصلای حرم عبدالعظیم حسنی (ع) در آئین یادبود مرحوم آیت‌الله محمد محمدی ری‌شهری شرکت کرد.,,https://www.asriran.com/003UU3
832166,۱۴۰۱/۰۱/۰۴,عمومی,آسانژ در زندان ازدواج کرد,موسس ویکی لیکس در حال مبارزه برای عدم استرداد به آمریکا به اتهام جاسوسی به دلیل انتشار اسناد جنگ عراق و افغانستان در این وبسایت افشاگر است.,جولیان آسانژ روز چهارشنبه با استلا موریس در زندان فوق امنیتی بلمارش واقع در لندن طی مراسمی ازدواج کرد.به گزارش ایسنا، به نقل از شبکه خبری راشاتودی، آسانژ موسس ویکی لیکس و نامزدش دو فرزند دارند.موسس ویکی لیکس در حال مبارزه برای عدم استرداد به آمریکا به اتهام جاسوسی به دلیل انتشار اسناد جنگ عراق و افغانستان در این وبسایت افشاگر است.مقام‌های انگلیسی اجازه دادند که این زوج در مراسمی کوچک ازدواج خود را جشن بگیرند و تنها چهار مهمان در این مراسم دعوت شده بودند.استلا موریس همچنین در یک مقاله که در گاردین منتشرد کرد، نوشت: من متقاعد شده‌ام که آن‌ها می‌ترسند که مردم جولیان را به عنوان یک انسان ببینند. ترس آن‌ها نشان می‌دهد که آن‌ها می‌خواهند جولیان آسانژ به هر قیمتی برای مردم نامرئی بماند، حتی در روز عروسی‌اش.آسانژ در حال طی حبس پیش از تصمیم گیری درباره استردادش به آمریکا بابت افشای اطلاعات محرمانه در وبسایت ویکی لیکس است. او را در یک زندان فوق امنیتی در لندن نگه می‌دارند.موریس در سال ۲۰۱۱ با آسانژ ملاقات کرد و رابطه آن‌ها در سال ۲۰۱۵ آغاز شد. او آسانژ را یک مرد فوق العاده، باهوش و بامزه می‌داند.                           ,https://www.asriran.com/003UU2
